"comments","target"
"Watched everything, now I don't have to worry about eternal torture from Roko's Basilisk.


Edit: Damn it. Wrong code, I should've learned Python.",o
"I learned to use ""void main"" in c++ during my school days. Now I've read somewhere that stop using ""void main"" instead of ""int main"".",s
"I find it interesting when I first watched this all the things he said dont worry about, I now have some background on.",o
"Hi Everyone, After learning this course what should i do next to improve my c++ knowledge..?",q
what if there are some problems like the website not recognizing some commands even though they were written properly?,q
these are great! please make one covering c#,s
"The problem here is that when you finish the 4 hours course and you try to do code something in a real world application, you'll find that you don't know anything.",s
after learning C language ... every thing feels like piece of cake,o
this was very helpful. thankyou,p
Which book can you recommend for learning C++ ?,q
"so I have finished watching this video ,can anyone guide me on what to learn after this?",q
"Great video, can't wait to sleep through my C++ class this semester lol",p
THIS! THIS is the way coding should be taught! Short example followed by short explanation and let's move on to the next! I've learned much more from C++ in an hour here than reading hundreds of pages or watching hours of other vids. Dang nice job! Subbed for sure and will watch more of this guys vids!,s
"Hey, actually I'm not a beginner, I had done c programming at good level, So I wanted to ask, is this C++ course good enough for college level exams, b'coz my exams are coming and I dont have much time learn to C++ in depth",q
Thank you so much!,p
This mans watch time must be off the charts!,o
2:44 Can we write like this (i = 1; i <= powNum; i++),q
"Started today ! Completed till Getting user input, will come back later to complete it within this week. 

Happy coding to everyone <3",o
Thanks for helping a 14 almost 15 year old with a dream of making a triple-A game :),p
this guy's posture is so good,p
Excellent course.,p
1:12:21 you had me in the first half ngl,o
Really appreciate it!,p
The man is a legend,p
BRO LOVE YOUR COURSE!!!!!!!!!,p
"""its a fun language to program in"" i say in tears as i try and fix another segfault error",o
"For the calculator I made a version where the user inputs something like 10+5, and the program automatically identifies the operation and slices the input into parts to do it. Had an absolute blast making it :D",p
U have taught me better than my lecturer,p
Does this guide include vectors?,q
"3:12:27 the point where my eyes come out,amazing bruh",p
i really cant thank you enough,p
Watched the entire course it feels goood to learn c++,p
"It's, like, C++ 98. Now do C++17+ and STL :)",s
"I just hope that may god extend his life for a few hundred years more.
seriously the ones who are watching this video carefully will learn a lot from it. Thanks, Mike For helping us. Love from India",p
Thanku sir 🤩,p
Is there an advantage from endl over \n or why are you using it instead?,q
"Help please: at 4.5 Variable and fraction. I don't know what's wrong with the Initialized with 0 part, I followed same code but my ide shows declaration error for that. Actual code: double number12{}; while my ide shows error for that. Even I used = before {} same issue. Any help",q
thanks bro... i am in 9th standard and just learning c++.....,p
"In the exponent function tutorial, it is better to include case 'power number is negative.'
I would prefer the following function:

double power(int baseNum, int powNum) {
    double result = 1;
    if (pow > 0) {   //or pow >= 0 is both fine
        for (int i = 0; i < powNum; i++) {
            result = result * baseNum;
        }
    }
    else {
        for (int i = 0; i > powNum; i--) {
            result = result / base;
        }
    }
    return result;
}

As the input value are both integer, case 'power number is a fraction (applying both exponent and root)' is not considered.
It makes things easier.",s
"cout << ""Thanks for this amazing C++ tutorial!"" << endl;",p
"if you are just starting out just use a double... fairly certain this guy works for infinity ward, they are the only ones I know that care that little about memory usage",s
Bu adama bayılıyorum keşke phyton intermadiate ı da o anlatsaydı iyi ki C++ da karşıma tekrar çıktın kurtarıcımm,o
"I'm getting """"CharacterAge"" does not name a type error"" when doing exactly this",q
"so basically the lecture in c++ is kinda the same that in C ( mad libs game ,etc)",o
at 2:08:12 it is more time consuming than the if else statement,s
You should teach more. I like how you get my attention when I'm zoning off,s
"Hi, what do we watch after this course? When I'm done, I wanna dive straight into more C++",q
gonna buy some merch soon because this is so incredible thank you so much.,p
"36:07      30 OCT SAT
57:00      31 OCT SUN
1:05:32   1 NOV MON
1:29:47   3 NOV WED
1:55:21  15 NOV MON 
2:19:24  17 NOV WED
2:54:55  19 NOV FRI
4:01:18  21 NOV SUN",o
What you call 'constants' in 39:03 are actually literals.,s
"i got an issue. when u use the comman getline you don't introduce <string>, but if i don't the program won't work, how's that possible?",q
u deserve 100000000 likes sir.. thanks for ur efforts,p
"As a complete beginner and over thinker (even of the most bizare scenarios) would it be possible to someday make my own A.I as intelligent and Speedy as JARVIS from the Iron Man franchise?  (if i put in the work and learn everything i can about Java, C++, Python, etc)",q
